LOR-Schlüssel (Bezirksregion);Bezeichnung (Bezirksregion);Straftaten-insgesamt;Raub;Straßenraub, Handtaschenraub;Körperverletzungen-insgesamt;Gefährl und schwere Körperverletzung;Freiheitsberaubung, Nötigung, Bedrohung, Nachstellung;Diebstahl-insgesamt;Diebstahl von Kraftwagen;Diebstahl an/aus Kfz;Fahrraddiebstahl;Wohnraumeinbruch;Branddelikte-insgesamt;Brandstiftung;Sachbeschädigung-insgesamt;Sachbeschädigung durch Graffiti;Rauschgiftdelikte;Kieztaten
011001;Tiergarten Süd;3838;35;26;307;84;137;1485;12;203;235;24;12;4;258;44;200;954
011002;Regierungsviertel;5956;33;18;405;111;158;2032;7;157;246;16;4;3;393;108;172;1011
011003;Alexanderplatz;15765;154;93;1414;454;434;6376;41;621;744;77;56;13;1298;316;857;3222
011004;Brunnenstraße Süd;3400;42;23;259;63;84;1479;19;239;362;32;31;15;428;102;126;672
012005;Moabit West;6032;48;29;567;169;227;1913;39;300;388;69;50;13;567;99;521;1349
012006;Moabit Ost;9554;65;38;730;182;279;3184;31;259;437;72;45;15;577;76;555;1781
013007;Osloer Straße;5591;78;43;632;196;242;2285;50;341;219;43;27;11;478;98;213;1331
013008;Brunnenstraße Nord;6204;72;38;693;239;223;2343;58;358;261;63;37;10;635;206;332;1512
014009;Parkviertel;5490;56;31;628;180;294;2094;39;467;233;54;39;8;496;45;197;1390
014010;Wedding Zentrum;7655;126;75;888;289;382;2678;30;434;408;48;43;12;693;161;562;2004
019900;Bezirk (Mi), nicht zuzuordnen;2700;41;34;207;66;118;1148;18;257;104;2;10;4;145;27;88;569
021001;Südliche  Friedrichstadt;8988;133;68;668;260;245;3533;32;647;406;57;80;28;706;114;929;1750
022002;Tempelhofer Vorstadt;9963;113;70;785;260;287;4592;66;823;728;61;51;25;912;175;498;2108
023003;Nördliche Luisenstadt;4555;82;51;381;133;115;2104;15;382;260;36;39;20;401;68;484;903
023004;Südliche Luisenstadt;7984;164;124;499;226;122;2645;10;685;491;37;41;14;512;100;1581;1368
024005;Karl-Marx-Allee Nord;2563;28;19;222;49;92;1186;16;162;206;26;18;6;319;52;63;618
024006;Karl-Marx-Allee Süd;5915;61;37;492;148;156;2418;20;199;331;18;21;8;482;105;387;1099
025007;Frankfurter Allee Nord;4028;26;13;344;110;125;1606;22;117;254;33;60;16;639;142;108;963
025008;Frankfurter Allee Süd FK;7360;73;40;687;180;217;2722;27;261;552;41;45;12;1131;310;611;1701
029900;Bezirk (Fh-Kb), nicht zuzuordnen;1473;34;28;84;31;44;768;15;167;92;1;9;4;103;15;110;241
031001;Buch;2035;18;9;204;59;85;821;4;89;106;27;22;3;209;55;35;395
032002;Blankenfelde/Niederschönhausen;1640;12;6;98;26;62;705;25;84;133;45;19;6;206;23;28;336
032003;Buchholz;835;5;0;77;12;34;346;12;52;56;35;4;2;107;12;10;185
033004;Karow;906;4;4;71;16;34;413;5;31;129;35;7;2;97;11;14;168
033005;Blankenburg/Heinersdorf/Märchenland;1454;10;3;110;31;44;599;18;64;84;49;10;5;139;35;16;221
034006;Schönholz/Wilhelmsruh/Rosenthal;1085;7;3;93;25;51;482;24;78;79;52;16;2;141;30;23;209
034007;Pankow Zentrum;3261;27;21;240;57;114;1617;37;129;411;38;21;5;365;90;38;775
034008;Pankow Süd;2500;26;19;194;45;94;1160;26;173;336;33;17;7;299;80;52;537
035009;Weißensee;3077;18;11;307;83;160;1380;28;215;220;34;21;9;403;113;75;818
035010;Weißensee Ost;1377;8;2;157;34;79;567;11;136;82;22;15;7;139;23;42;386
036011;Prenzlauer Berg Nordwest;3288;57;41;318;111;106;1630;26;162;390;25;17;7;344;125;181;885
036012;Prenzlauer Berg Nord;2515;10;7;152;37;95;1420;21;184;427;21;9;6;255;80;65;549
036013;Helmholtzplatz;2368;13;7;185;46;58;1129;5;84;360;33;10;5;328;132;81;526
036014;Prenzlauer Berg Ost;4113;54;35;355;108;112;1970;34;283;287;31;30;13;492;179;99;780
037015;Prenzlauer Berg Südwest;3061;34;27;258;69;80;1519;22;154;311;32;12;7;372;114;88;730
037016;Prenzlauer Berg Süd;2519;18;11;191;53;73;1186;30;197;352;35;9;4;363;127;58;664
039900;Bezirk (Pk), nicht zuzuordnen;946;15;14;92;27;42;475;19;112;108;2;12;2;91;12;16;189
041001;Charlottenburg Nord;2524;12;8;272;57;149;711;30;272;63;44;30;9;227;32;327;569
042002;Heerstraße;1195;11;8;113;32;35;442;33;128;46;52;14;9;194;70;21;265
042003;Westend;3144;23;10;205;42;148;1453;46;337;238;71;13;6;272;40;53;629
043004;Schloss Charlottenburg;4886;49;30;364;81;205;1881;71;394;440;59;17;7;592;161;119;1108
043005;Mierendorffplatz;1812;13;12;140;35;61;710;24;172;127;19;12;8;161;29;53;368
043006;Otto-Suhr-Allee/Kantstraße;7880;64;35;630;155;269;3703;53;499;501;96;39;14;610;123;167;1667
044007;Grunewald;1919;6;5;135;23;97;787;35;267;102;73;13;5;262;77;24;515
044008;Schmargendorf;2464;13;9;176;44;114;1088;50;193;180;76;19;8;282;41;51;592
045009;Halensee;3755;30;16;213;59;116;1954;66;454;224;62;16;10;264;52;88;964
045010;Lietzenburger Straße;12947;71;29;794;226;260;3983;59;924;447;62;22;8;683;177;300;1824
045011;Volkspark Wilmersdorf;5107;37;22;346;80;196;2274;58;566;424;62;32;12;436;90;177;1060
049900;Bezirk (Ch-Wi), nicht zuzuordnen;1197;18;17;113;31;65;559;23;170;77;0;11;4;101;13;27;260
051001;Hakenfelde;1902;9;6;191;35;88;864;29;233;56;39;15;8;166;9;47;474
051002;Falkenhagener Feld;3312;22;6;416;88;206;1249;19;285;100;81;20;10;319;13;81;1105
051003;Spandau Mitte;5627;73;41;631;162;276;1888;34;428;147;42;45;19;471;66;273;1366
052004;Brunsbütteler Damm;1638;13;8;175;34;101;601;39;130;36;33;9;4;164;9;28;415
052005;Heerstraße;2484;18;10;329;87;151;834;39;149;57;43;50;20;340;36;52;742
052006;Wilhelmstadt;4926;24;13;424;97;204;1796;32;285;146;40;30;13;465;64;83;1008
053007;Haselhorst;1791;13;9;178;46;87;733;27;228;57;26;16;9;174;13;31;417
053008;Siemensstadt;1618;20;12;118;28;73;728;20;144;67;14;12;9;144;39;28;317
054009;Gatow/Kladow;878;2;0;73;16;64;306;28;38;23;19;5;3;93;8;12;203
059900;Bezirk (Sp), nicht zuzuordnen;762;10;8;40;12;35;325;16;137;19;0;9;4;73;4;24;130
061001;Schloßstraße;3651;18;13;213;43;76;1537;19;103;194;30;8;4;218;51;54;553
061002;Albrechtstraße;3373;34;20;237;58;147;1370;68;301;195;91;12;7;305;34;58;951
062003;Lankwitz;2926;15;7;296;61;170;986;48;207;89;53;17;6;295;27;95;799
062004;Ostpreußendamm;2290;14;5;231;40;84;810;35;155;130;47;20;7;323;52;54;487
063005;Teltower Damm;2285;15;5;199;28;100;952;24;131;192;63;17;5;215;33;65;466
063006;Drakestraße;2907;9;6;280;61;146;1223;56;233;162;61;11;6;309;38;49;735
064007;Zehlendorf Südwest;2741;21;9;201;51;82;870;39;128;161;65;22;12;422;192;52;439
064008;Zehlendorf Nord;3098;23;10;182;43;103;1293;53;241;251;152;37;10;553;209;83;579
069900;Bezirk (St-Zd), nicht zuzuordnen;630;5;4;50;10;36;299;10;79;57;0;5;2;81;22;17;133
071001;Schöneberg Nordwest;4827;59;34;446;106;132;2427;22;335;342;38;11;3;359;76;223;1126
071002;Schöneberg Nordost;2785;27;16;202;49;76;1196;16;169;264;39;12;3;291;78;167;599
072003;Schöneberg Südwest;1814;15;8;141;42;55;828;25;157;147;29;7;3;173;40;60;450
072004;Schöneberg Südost;4634;26;10;342;81;132;1642;15;203;316;29;10;2;429;176;189;855
073005;Friedenau West;1675;11;6;111;23;68;771;25;110;172;30;11;1;193;60;40;342
073006;Friedenau Ost;1691;19;11;138;25;67;757;38;193;107;39;11;4;185;27;63;460
074007;Tempelhof Nord;2270;13;7;165;32;66;757;19;136;107;13;9;5;277;99;160;483
074008;Tempelhof Südwest;3227;24;8;310;66;126;1372;37;275;134;38;20;7;331;73;79;756
074009;Tempelhof Südost;2121;9;3;178;41;75;943;41;222;99;4;14;4;200;18;46;440
075010;Mariendorf Nord;2357;9;5;182;40;148;1065;41;258;77;30;10;8;211;16;51;687
075011;Mariendorf Süd;1657;11;4;120;18;82;715;28;156;47;33;10;5;144;29;21;426
076012;Marienfelde Nord;1127;4;2;111;17;52;474;24;69;41;24;12;3;109;30;32;305
076013;Marienfelde Süd;1148;9;4;111;21;61;512;8;89;27;11;9;2;120;6;30;257
076014;Lichtenrade Nord;916;5;3;84;14;51;323;32;83;16;18;4;3;90;9;27;270
076015;Lichtenrade Süd;1765;12;5;174;40;99;628;42;98;52;20;24;5;298;36;55;511
079900;Bezirk (Th-Sb), nicht zuzuordnen;961;17;15;71;17;52;481;21;132;83;0;4;2;87;9;21;195
081001;Schillerpromenade;4388;59;29;427;155;148;1917;15;469;286;58;19;7;402;72;369;915
081002;Neuköllner Mitte/Zentrum;7330;66;36;551;183;181;3449;25;904;351;50;44;16;542;86;453;1244
081003;Reuterstraße;6811;58;32;594;216;209;2878;32;773;465;37;46;15;667;155;390;1420
081004;Rixdorf;4970;42;19;466;154;192;1930;23;596;419;56;41;25;475;76;487;1052
081005;Köllnische Heide;2305;24;11;187;68;127;938;50;314;40;27;18;7;342;10;143;673
082006;Britz Nord;2260;20;7;209;64;113;905;33;231;81;30;15;8;216;36;74;670
082007;Britz;2544;23;16;258;62;110;1080;35;304;73;50;17;9;239;18;54;638
082008;Buckow;1694;7;2;197;34;84;731;44;185;45;31;17;7;159;6;24;623
083009;Gropiusstadt West;2164;28;17;221;47;101;1000;17;159;55;26;17;3;280;23;34;643
083010;Gropiusstadt Ost;1355;20;11;215;73;103;442;19;80;44;22;16;5;194;16;19;531
084011;Buckow Nord;877;6;3;88;20;51;382;7;87;15;14;7;3;85;2;12;252
084012;Rudow;2577;15;7;255;56;157;999;107;179;100;85;20;13;303;20;38;793
089900;Bezirk (Nk), nicht zuzuordnen;1072;27;25;80;28;43;554;11;190;36;1;3;0;91;9;49;204
091001;Alt-Treptow;2543;30;16;195;54;69;1282;10;135;318;14;16;3;215;41;171;453
091002;Plänterwald;960;6;1;72;17;42;448;23;105;99;30;4;1;140;20;15;250
091003;Baumschulenweg;1530;8;4;166;25;64;684;23;150;128;44;6;5;159;35;31;351
091004;Johannisthal;1491;3;0;114;22;69;574;36;124;112;32;11;4;160;19;32;325
092005;Oberschöneweide;2068;16;14;241;69;109;768;45;138;143;15;15;8;222;57;68;587
092006;Niederschöneweide;2112;13;11;182;51;82;1007;22;63;182;21;11;4;269;116;38;399
092007;Adlershof;2139;14;10;179;47;109;953;32;127;250;29;18;7;238;37;30;497
092008;Köllnische Vorstadt/Spindlersfeld;1065;14;6;140;36;47;411;11;73;83;9;3;0;131;28;35;327
093009;Altglienicke;1801;9;7;222;51;147;660;47;111;80;34;16;10;221;31;22;499
093010;Bohnsdorf;1123;5;1;99;21;57;536;18;81;44;39;6;1;119;4;14;246
093011;Grünau;665;4;2;47;11;21;285;9;44;56;6;5;2;130;78;9;109
093012;Schmöckwitz;179;1;0;11;1;9;60;3;10;13;7;0;0;24;2;4;29
094013;Köpenick Süd;469;0;0;48;7;22;166;8;31;33;21;3;3;62;6;23;104
094014;Allende-Viertel;860;4;0;90;16;24;373;7;43;62;9;3;1;118;21;17;218
094015;Altstadt Köpenick;624;4;4;69;12;28;237;1;21;73;3;6;2;71;8;23;202
094016;Müggelheim;209;0;0;26;5;20;57;2;4;9;5;3;3;24;4;2;54
095017;Friedrichshagen;1086;9;2;98;17;47;473;10;47;120;11;5;1;158;54;20;212
095018;Rahnsdorf;575;2;1;57;7;40;200;7;35;38;9;9;2;99;24;15;129
095019;Dammvorstadt;1526;8;5;107;26;38;783;5;42;126;2;7;2;154;49;40;319
095020;Köpenick Nord;673;4;1;68;13;19;265;9;47;56;27;2;1;97;21;13;157
099900;Bezirk (Tp-Kp), nicht zuzuordnen;720;11;10;40;10;39;343;12;87;61;0;7;2;102;15;21;141
101001;Marzahn Nord;2109;18;13;383;64;143;614;32;148;59;11;16;3;321;76;59;745
101002;Marzahn Mitte;4557;43;29;607;124;217;1867;88;419;131;40;24;9;480;62;93;1366
101003;Marzahn Süd;3675;34;24;315;69;154;1421;59;304;92;37;26;8;451;38;65;825
102004;Hellersdorf Nord;3464;41;34;512;127;183;1217;50;194;62;13;25;10;456;77;92;1027
102005;Hellersdorf Ost;1672;30;25;225;53;121;500;15;87;117;8;17;5;231;34;51;616
102006;Hellersdorf Süd;1867;22;10;243;53;97;659;16;124;43;10;11;4;308;86;47;489
103007;Biesdorf;2161;21;14;160;23;113;864;32;119;119;29;24;4;241;32;28;430
104008;Kaulsdorf;1091;6;4;86;24;58;425;21;78;78;27;9;3;120;17;22;203
104009;Mahlsdorf;1344;9;8;91;16;65;530;21;88;93;62;14;5;192;40;27;213
109900;Bezirk (Mz-Hd), nicht zuzuordnen;473;9;8;50;17;35;186;10;50;22;0;4;1;65;8;4;121
111001;Malchow;334;1;1;29;5;16;134;5;11;12;5;2;1;53;5;5;75
111002;Neu-Hohenschönhausen Nord;2017;10;6;335;73;145;528;13;127;74;11;13;6;283;31;81;712
111003;Neu-Hohenschönhausen Süd;2145;32;23;304;83;97;713;29;175;64;17;26;6;281;35;56;591
112004;Alt-Hohenschönhausen Nord;1841;8;1;213;38;92;763;25;181;56;28;23;9;187;20;57;448
112005;Alt-Hohenschönhausen Süd;2509;17;13;217;55;128;1050;57;241;171;31;15;8;296;39;58;621
113006;Fennpfuhl;2645;29;21;252;62;101;1080;44;226;120;27;27;14;382;124;47;557
113007;Alt-Lichtenberg;4550;39;21;414;108;165;1879;59;314;214;27;52;16;541;116;124;952
113008;Frankfurter Allee Süd;1597;14;5;140;30;48;526;29;90;54;7;7;3;169;52;63;308
114009;Neu-Lichtenberg;3005;25;16;311;79;122;1349;47;156;216;41;22;8;373;100;87;769
114010;Friedrichsfelde Nord;1556;8;4;176;38;54;666;29;108;104;23;10;1;187;42;42;453
114011;Friedrichsfelde Süd;2305;21;14;244;46;101;1034;30;127;127;21;22;10;292;79;34;593
115012;Rummelsburger Bucht;515;1;1;37;6;11;182;3;26;55;1;6;2;96;26;14;102
115013;Karlshorst;1277;7;4;141;21;58;566;27;55;196;23;3;3;130;42;21;286
119900;Bezirk (Lb), nicht zuzuordnen;597;11;9;44;11;21;280;18;95;37;0;6;4;61;10;18;112
121001;Ost 1 - Reginhardstraße;2397;39;21;293;85;125;793;31;243;88;23;20;7;231;17;72;623
121002;Ost 2 - Alt-Reinickendorf;3391;36;19;322;85;157;1163;32;306;114;34;48;15;373;72;113;733
122003;West 4 - Auguste-Viktoria-Allee;2907;27;13;379;96;179;1092;15;136;99;32;17;9;246;50;91;790
122004;West 1 - Tegel-Süd/Flughafensee;1970;15;8;193;35;125;561;23;218;30;19;9;4;124;11;149;450
122005;West 5 - Tegel;1464;14;9;111;30;55;713;2;60;54;17;1;0;116;26;33;301
124006;West 2 - Heiligensee/Konradshöhe;915;6;2;80;22;51;282;13;36;43;14;3;1;111;18;26;183
124007;Nord 1 - Frohnau/Hermsdorf;1569;7;3;97;18;77;621;16;72;169;32;5;3;223;42;25;280
125008;West 3 - Borsigwalde/Freie Scholle;1084;4;3;103;22;72;382;18;69;65;21;8;4;113;7;24;263
125009;Nord 2 - Waidmannslust/Wittenau/Lübars;4242;27;14;320;80;127;1193;20;171;111;67;31;9;353;80;101;760
126010;Rollbergesiedlung;838;4;0;85;20;36;371;10;59;17;10;4;3;77;3;9;211
126011;MV Nord;2114;21;11;308;69;119;762;13;149;66;13;13;7;237;9;45;763
126012;MV Süd;784;8;3;127;30;45;194;6;47;22;11;12;1;91;1;18;266
129900;Bezirk (Rd), nicht zuzuordnen;573;8;7;54;14;36;244;5;63;30;0;4;1;75;6;7;139
999900;Stadtgebiet Berlin, nicht zuzuordnen;49170;65;37;453;115;1020;5171;21;371;251;9;4;2;1546;402;751;1703